Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sae_event_clin,formato_de_reporte_eas,,radio,El evento resultó en otro evento clínico importante,"1, Si | 2, No",,,,,,,y,,,,,
sae_strt_serious,formato_de_reporte_eas,,text,"Fecha en la que este acontecimiento adverso empezó a considerarse ""grave""",,,date_dmy,,,,,y,,,,,
sae_condition,formato_de_reporte_eas,Existen antecedentes médicos relevantes? (marque y describa),radio,"¿Tiene antecedentes médicos relevantes, diagnósticos o condiciones médicas pre-existentes?
","1, Si | 2, No",,,,,,,y,,,,,
sae_cndtn_describe,formato_de_reporte_eas,,notes,Proporcionar detalles sobre cualquier afección médica relevante del paciente,,,,,,,"[sae_condition] =""1""",y,,,,,
sae_concom_med,formato_de_reporte_eas,Medicación concomitantes relevantes? (marque y describa),radio,"¿Toma el participante algún medicamento concomitante relevante ?
","1, Si | 2, No",,,,,,,y,,,,,
sae_concom_med_descr,formato_de_reporte_eas,,notes,Proporcionar detalles sobre cualquier medicamento concomitante relevante del paciente,,,,,,,"[sae_concom_med] =""1""",y,,,,,
sae_lab,formato_de_reporte_eas,Análisis de laboratorio pertinentes? ,radio,"Se realizaron exámenes de laboratorio u otra prueba diagnóstica?
","1, Si | 2, No",,,,,,,y,,,,,
sae_lab_describe,formato_de_reporte_eas,,notes,Proporcionar detalles sobre cualquier análisis del laboratorio relevante del paciente,,,,,,,"[sae_lab] =""1""",y,,,,,
sae_action,formato_de_reporte_eas,Medidas tomadas relacionadas al EAS,checkbox,Acción tomada con el producto,"1, Se suspendió el producto de investigación | 2, Se disminuyó la dosis | 3, Se dio terapia de soporte | 4, Se dio terapia medicamentosa | 5, No se tomó acción alguna | 99, Otra medida tomada",,,,,,,y,,,,,
sae_action_othr,formato_de_reporte_eas,,text,Especifique otro,,,,,,,[sae_action(99)] = '1',y,,,,,
sae_action_describe,formato_de_reporte_eas,,notes,Proporcione detalles sobre las medidas tomadas,,,,,,,,y,,,,,
sae_result,formato_de_reporte_eas,Desenlace del evento,dropdown,"Desenlace del evento a la fecha del reporte

","1, En recuperación | 2, Recuperado con secuela | 3, Recuperado | 4, No recuperado | 5, Muerte | 6, Sin información",,,,,,,y,,,,,
sae_result_describe,formato_de_reporte_eas,,notes,Proporcione detalles sobre el desenlace,,,,,,,,y,,,,,
sae_relate_aha,formato_de_reporte_eas,Relación con un evento de Anemia Hemolítica Aguda (AHA),radio,¿Fue relacionado este evento adverso serio (EAS) con un evento de anemia hemolítica (AHA)?  ,"1, Si | 2, No",,,,,,,y,,,,,
sae_aha_suspect,formato_de_reporte_eas,,radio,AHA sospechosa o confirmada?,"1, Sospechosa | 2, Confirmada",,,,,,[sae_relate_aha] = '1',y,,,,,
sae_aha_describe,formato_de_reporte_eas,,notes,Proporcione detalles sobre la AHA,,,,,,,[sae_relate_aha] = '1',y,,,,,
sae_treat_relate,formato_de_reporte_eas,Relación con tratamiento 8-AQ,radio,Fue relacionado el EAS con el tratamiento 8-AQ (TQ o PQ)?,"1, Si | 2, No | 96, No Aplica","*Los informes EAS primero y de seguimiento pueden tener ""No aplica"" como opción de respuesta; el Informe EAS final debe ser ""No"" o ""Sí""",,,,,,y,,,,,
sae_8aq_describe,formato_de_reporte_eas,,notes,Proporcione detalles sobre la relación con tratamiento 8-AQ,,,,,,,[sae_treat_relate] = '1',y,,,,,
sae_dr_name,formato_de_reporte_eas,Firma del Investigador Principal,text,Nombres y apellidos,,,,,,,,y,,,,," @DEFAULT = ""Alejandro Llanos Cuentas"""
sae_dr_date,formato_de_reporte_eas,,text,"Fecha en que se completa el formato
",,,date_dmy,,,,,y,,,,,
aha_id,formato_de_reporte_eas_aha_anexo,,text,Código participante,,,,,,y,,y,,,,,
aha_date_rep,formato_de_reporte_eas_aha_anexo,,text,Fecha de reporte,,,date_dmy,,,,,y,,,,,
aha_report_type,formato_de_reporte_eas_aha_anexo,,radio,Formulario de AHA utilizado para,"1, Inicial | 2, Seguimiento",,,,,,,y,,,,,
aha_followup_num,formato_de_reporte_eas_aha_anexo,,text,Número de reporte de seguimiento,,,,,,,[aha_report_type] = '2',y,,,,,
aha_surveyor,formato_de_reporte_eas_aha_anexo,,dropdown,Persona que hace el reporte,"1, Persona A | 2, Persona B",,,,,,,y,,,,,
aha_age,formato_de_reporte_eas_aha_anexo,Identificación de participante,text,Edad,,,integer,0,125,,,y,,,,,
aha_sex,formato_de_reporte_eas_aha_anexo,,radio,Sexo,"1, Hombre | 2, Mujer",,,,,,,y,,,,,
aha_consent_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de firma del consentimiento informado,,,date_dmy,,,,,y,,,,,
aha_g6pd_basal,formato_de_reporte_eas_aha_anexo,,text,Resultado G6PD de la prueba basal (U/g Hb),,,number_1dp,,,,,y,,,,,
aha_g6pd_bsl_qual,formato_de_reporte_eas_aha_anexo,,text,Estatus G6PD de la prueba basal,,,,,,,,y,,,,,
aha_hb_basal,formato_de_reporte_eas_aha_anexo,,text,Resultado de Hb de la prueba basal (g/dL),,,number_1dp,,,,,y,,,,,
aha_hb_bsl_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de prueba basal,,,date_dmy,,,,,y,,,,,
aha_g6pd_repeat,formato_de_reporte_eas_aha_anexo,,radio,¿Repitió nuevamente la prueba G6PD?,"1, Si | 2, No",,,,,,,y,,,,,
aha_g6pd_rpt_no,formato_de_reporte_eas_aha_anexo,,radio,"Si marcó ""No"", especifique la razón. Marque todas las que apliquen:","1, Muestra no colectada | 2, Biosensor no funciona | 3, Tiras reactivas no disponibles | 99, Otro",,,,,,[aha_g6pd_repeat] = '2',y,,,,,
aha_g6pd_rpt_no_oth,formato_de_reporte_eas_aha_anexo,,text,Especifique la razón,,,,,,,[aha_g6pd_rpt_no] = 99,y,,,,,
aha_g6pd_rpt_tester,formato_de_reporte_eas_aha_anexo,,text,Quién realizó la prueba repetida de G6PD?,,,,,,,"[aha_g6pd_repeat]=""1""",y,,,,,
aha_gp6d_rpt_date,formato_de_reporte_eas_aha_anexo,,text,Fecha y hora de prueba G6PD repetida,,,datetime_dmy,,,,"[aha_g6pd_repeat] = ""1""",y,,,,,
aha_g6pd_rpt_rslt,formato_de_reporte_eas_aha_anexo,,radio,Resultado G6PD de la prueba repetida,"1, Normal | 2, Intermedio | 3, Deficiente",,,,,,"[aha_g6pd_repeat] =""1""",y,,,,,
aha_g6pd_rpt_intrprt,formato_de_reporte_eas_aha_anexo,,text,Quién realizó la interpretación de la prueba de G6PD repetida?,,,,,,,"[aha_g6pd_repeat] =""1""",,,,,,
aha_hb_rpt,formato_de_reporte_eas_aha_anexo,,text,Resultado de Hb de la prueba G6PD repetida,,,number_1dp,,,,"[aha_g6pd_repeat] =""1""",y,,,,,
aha_hb_diff,formato_de_reporte_eas_aha_anexo,,text,Diferencia de resultados de Hb Repetida vs. Basal,,,,,,,,y,,,,,
aha_fmda,formato_de_reporte_eas_aha_anexo,Esquema fMDA,radio,Esquema fMDA contra fase hepática recibido,"1, CQ+TQ | 2, CQ+PQ",,,,,,,y,,,,,
aha_fmda_dose,formato_de_reporte_eas_aha_anexo,,text,Dosis diaria (mg),,mg/día,,,,,,y,,,,,
aha_fmda_doses_rcvd,formato_de_reporte_eas_aha_anexo,,text,Número de dosis recibidas,,,,,,,,y,,,,,
aha_fmda_start,formato_de_reporte_eas_aha_anexo,,text,Fecha de inicio de esquema fMDA ,,,date_dmy,,,,,y,,,,,
aha_meds_othr,formato_de_reporte_eas_aha_anexo,,notes,Otros medicamentos recibidos desde la inclusión en el estudio,,"Indique dosis y nombre del fármaco, no la marca",,,,,,,,,,,
aha_event_start,formato_de_reporte_eas_aha_anexo,DESCRIPCIÓN DEL EVENTO,text,Fecha de ocurrencia del evento (AHA),,,date_dmy,,,,,y,,,,,
aha_sympt,formato_de_reporte_eas_aha_anexo,,checkbox,Síntomas y/o signos de AHA. Marque todas las que apliquen,"1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillentos | 3, Palidez (Posheco) | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia | 9, Fiebre | 10, Nauseas y/o vómitos | 99, Otros",,,,,,,,,,,,
aha_sympt_oth,formato_de_reporte_eas_aha_anexo,,notes,Especifique otro,,,,,,,[aha_sympt(99)] = '1',y,,,,,
aha_labs,formato_de_reporte_eas_aha_anexo,,notes,"Parámetros de laboratorio
Indique la prueba, fecha, momento (antes/después del evento de AHA)",,,,,,,,,,,,,
aha_action,formato_de_reporte_eas_aha_anexo,MEDIDAS TOMADAS,checkbox,Medidas tomadas en respuesta a un evento sospechoso de AHA. Marque todas las que apliquen,"1, Visita de seguimiento adicional programada | 2, Referencia del paciente a un médico para revisión médica adicional | 3, Referencia del paciente a un hospital para su manejo especializado | 4, Paciente mantenido bajo observación | 5, Ninguna | 99, Otro",,,,,,,y,,,,,
aha_action_none,formato_de_reporte_eas_aha_anexo,,text,"Si marcó ""Ninguno"", especifique la razón:",,,,,,,[aha_action(99)] = '1',y,,,,,
aha_action_othr,formato_de_reporte_eas_aha_anexo,,text,"Si marcó ""Otro"", especifique la razón y cuál fue la acción",,,,,,,[aha_action(99)] = '1',y,,,,,
aha_hosp_ref_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de referencia,,,date_dmy,,,,[aha_action(3)] = '1',y,,,,,
aha_hosp_admit,formato_de_reporte_eas_aha_anexo,,radio,"Si refirió al paciente al site, ¿fue admitido?","1, Si | 2, No",,,,,,[aha_action(3)] = '1',y,,,,,
aha_hosp_admit_date,formato_de_reporte_eas_aha_anexo,,text,"Si fue admitido, indique fecha de admisión",,,date_dmy,,,,"[aha_hosp_admit]=""1""",y,,,,,
aha_hosp_stay,formato_de_reporte_eas_aha_anexo,,radio,Se quedó en el site o se deriva a otro EESS?,"1, Se quedó en el site | 2, Se deriva a otro EESS",,,,,,"[aha_hosp_admit] =""1""",y,,,,,
aha_hlth_estb_spec,formato_de_reporte_eas_aha_anexo,,text,Cual otro EESS?,,,,,,,[aha_hosp_stay] = '2',y,,,,,
aha_hosp_meds,formato_de_reporte_eas_aha_anexo,,radio,¿Se prescribieron medicamentos para tratar el evento en su hospitalización?,"1, Si | 2, No",,,,,,,y,,,,,
aha_hosp_meds_spec,formato_de_reporte_eas_aha_anexo,,notes,"Si marcó ""Sí"", indique los medicamentos",,,,,,,"[aha_hosp_meds] =""1""",y,,,,,
aha_transfu,formato_de_reporte_eas_aha_anexo,,radio,Participante requirió transfusión de sangre?,"1, Si | 2, No",,,,,,,y,,,,,
aha_transfu_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de la primera transfusión de sangre,,,date_dmy,,,,"[aha_transfu]=""1""",y,,,,,
aha_transfu_vol,formato_de_reporte_eas_aha_anexo,,text,Volumen de sangre transfundida (mL),,,number_1dp,,,,[aha_transfu]=1,y,,,,,
aha_dialysis,formato_de_reporte_eas_aha_anexo,,radio,¿Se le realizó diálisis al paciente?,"1, Si | 2, No",,,,,,,y,,,,,
aha_dialysis_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de la primera diálisis,,,date_dmy,,,,"[aha_dialysis]=""1""",y,,,,,
aha_dialy_type,formato_de_reporte_eas_aha_anexo,,radio,Tipo de diálisis,"1, Diálisis peritoneal | 2, Hemodiálisis | 98, Desconocido",,,,,,[aha_dialysis]=1,y,,,,,
aha_action_oth,formato_de_reporte_eas_aha_anexo,,radio,Se tomaron otras acciones?,"1, Si | 2, No",,,,,,,y,,,,,
aha_action_oth_spec,formato_de_reporte_eas_aha_anexo,,notes,"Si marcó ""Sí"", especifique",,,,,,,[aha_action_oth]=1,y,,,,,
aha_result_date,formato_de_reporte_eas_aha_anexo,DESENLACE,text,Fecha,,,date_dmy,,,,,y,,,,,
aha_result,formato_de_reporte_eas_aha_anexo,,dropdown,"Desenlace clínico

","1, Muerte | 2, No resuelto | 3, Resuelto | 4, En proceso de resolución | 5, Resuelto con secuela | 98, Desconocido",,,,,,,y,,,,,
aha_confirm_pi,formato_de_reporte_eas_aha_anexo,CONFIRMACIÓN DE AHA POR EL INVESTIGADOR PRINCIPAL (IP),dropdown,¿Se confirmó que el evento fue una AHA? ,"1, Si, confirmado | 2, No, sospechoso | 3, No, información insuficiente",,,,,,,y,,,,,
aha_relation_pi,formato_de_reporte_eas_aha_anexo,,dropdown,"Si marcó ""Sí"", especifique la relación (causalidad) a los medicamentos (TQ o PQ):","1, Relacionado a TQ | 2, Relacionado a PQ | 3, No relacionado | 98, Desconocido",,,,,,,y,,,,,
aha_eval_date,formato_de_reporte_eas_aha_anexo,,text,Fecha de evaluación del investigador principal,,,date_dmy,,,,,,,,,,
aha_name_pi,formato_de_reporte_eas_aha_anexo,,text,Nombres y apellidos del investigador principal,,,,,,,,,,,,," @DEFAULT = ""Alejandro Llanos Cuentas"""
retire_id,formulario_de_retiro_de_sujeto,,text,Código del participante,,,,,,,,,,,,,
retire_form_date,formulario_de_retiro_de_sujeto,,text,"Fecha
",,,date_dmy,,,,,y,,,,,
retire_intrvwr,formulario_de_retiro_de_sujeto,,dropdown,Encuestador,"1, A | 2, B",,,,,,,y,,,,,
retire_rsn_left,formulario_de_retiro_de_sujeto,,radio,Motivo del retiro del sujeto o término del estudio (seleccione uno),"1, No cumplir con los procedimientos del estudio | 2, El participante se mudó del área del estudio | 3, El investigador considera la salud y la vida del voluntario está en alto riesgo | 4, Participante y/o el padre/tutor de un participante corre un riesgo significativo de no cumplir con el protocolo | 5, Muerte del participante | 6, Retiro del consentimiento informado",,,,,,,y,,,,,
retire_date_visit,formulario_de_retiro_de_sujeto,,text,Fecha de la última visita documentada al participante,,,date_dmy,,,,[retire_rsn_left] = '1' or [retire_rsn_left] = '2' or [retire_rsn_left] = '6',y,,,,,
retire_date_dcsn,formulario_de_retiro_de_sujeto,,text,Fecha de la decisión del investigador,,,date_dmy,,,,[retire_rsn_left] = '3' or [retire_rsn_left] = '4',y,,,,,
retire_date_death,formulario_de_retiro_de_sujeto,,text,Fecha de muerte,,,date_dmy,,,,[retire_rsn_left]= '5',y,,,,,
retire_date_last_obs,formulario_de_retiro_de_sujeto,,text,Última fecha de observación,,,date_dmy,,,,,y,,,,,
dev_staff,desviacin_del_protocolo,,dropdown,Persona que hace el reporte,"1, SHELL MORI | 2, SAMANTHA SOLIS",,autocomplete,,,,,y,,,,,
dev_rep_date,desviacin_del_protocolo,,text,Fecha de reporte,,,date_dmy,,,,,y,,,,,
dev_id,desviacin_del_protocolo,,text,Código Participante,,,,,,,,y,,,,,
dev_date_dev,desviacin_del_protocolo,Datos del evento,text,Fecha de la desviación,,,date_dmy,,,,,y,,,,,
dev_date_know,desviacin_del_protocolo,,text,Fecha del primer conocimiento de la desviación,,,date_dmy,,,,,y,,,,,
dev_descrip_capa,desviacin_del_protocolo,,notes,Descripción del plan de CAPA: Corrective and Preventive Action/Plan de Acciones Correctivas y Preventivas ,,,,,,,,y,,,,,
dev_descrip_dev,desviacin_del_protocolo,,notes,Descripción de la desviación,,,,,,,,y,,,,,
dev_type,desviacin_del_protocolo,,dropdown,Tipo de la desviación,"1, Procedimientos de consentimiento | 2, Criterios de inclusión/exclusión | 3, Medicación/terapia concomitante | 4, Evaluaciones/procedimientos de laboratorio | 5, Procedimientos del estudio | 6, Notificación de efectos adversos graves/efectos adversos imprevistos del dispositivo | 7, Procedimientos de aleatorización/dosificación del fármaco del estudio/desenmascaramiento accidental | 8, Calendario/intervalo de visitas | 99, Otro",,,,,,,y,,,,,
dev_type_spec,desviacin_del_protocolo,,text,Especificar,,,,,,,[dev_type] = '99',y,,,,,
dev_cont,desviacin_del_protocolo,,radio,Continuará el participante con el estudio?,"1, Si | 2, No",,,,,,,y,,,,,
dev_type_table,desviacin_del_protocolo,,descriptive,Tipos de desviaciones y cuándo es necesario declararlas,,,,,,,,,,,,,
dev_irb,desviacin_del_protocolo,,radio,Cumple los requisitos para reportar el evento al IRB?,"1, Si | 2, No",,,,,,,y,,,,,
dev_irb_date,desviacin_del_protocolo,,text,Fecha de reportar el evento al IRB,,,date_dmy,,,,[dev_irb] = '1',y,,,,,
dev_impact,desviacin_del_protocolo,,dropdown,Impacto,"1, Validez del estudio | 2, Seguridad | 3, Desenlaces del estudio | 4, Sin impacto",,,,,,,y,,,,,
