LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
UNION ANTONIETA_ANDOAS,UNION ANTONIETA,ANDOAS,DATEM DEL MARAÑON,95,NA,No,-76.46583373,-3.51928848,NA,NA,NA,NA,NA,NA,NA,NA,2016,61,642.1052632,P. vivax
NUEVA UCHIZA_BALSAPUERTO,NUEVA UCHIZA,BALSAPUERTO,ALTO AMAZONAS,86,NA,No,-76.46671193,-5.969989487,3153,166,31,31,0,8,Agricultura costera y andina,Agri,2016,0,0,P. vivax
SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU,BARRANCA,DATEM DEL MARAÑON,162,NA,No,-76.46671528,-4.88988127,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,18.51851852,P. vivax
ANGAIZA_BALSAPUERTO,ANGAIZA,BALSAPUERTO,ALTO AMAZONAS,120,NA,No,-76.46856537,-5.991983519,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO PORVENIR_ANDOAS,NUEVO PORVENIR,ANDOAS,DATEM DEL MARAÑON,247,NA,No,-76.47187953,-2.80175297,NA,NA,NA,NA,NA,NA,NA,NA,2016,644,2607.287449,P. vivax
NUEVO SAN MARTIN_BALSAPUERTO,NUEVO SAN MARTIN,BALSAPUERTO,ALTO AMAZONAS,53,NA,No,-76.47420627,-5.800378434,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SANTA RITA_BALSAPUERTO,SANTA RITA,BALSAPUERTO,ALTO AMAZONAS,163,NA,No,-76.47828316,-5.73775702,4610,241,25,25,0,10,Agricultura costera y andina,Agri,2016,3,18.40490798,P. vivax
NUEVA ESPERANZA_BALSAPUERTO,NUEVA ESPERANZA,BALSAPUERTO,ALTO AMAZONAS,316,NA,No,-76.47928399,-5.74933587,3635,142,76,76,0,2,Areas de no bosque amazï¿½nico,Ano,2016,3,9.493670886,P. vivax
NUEVA ESPERANZA_BALSAPUERTO,NUEVA ESPERANZA,BALSAPUERTO,ALTO AMAZONAS,316,NA,No,-76.47928399,-5.74933587,4592,221,0,0,0,8,Agricultura costera y andina,Agri,2016,3,9.493670886,P. vivax
SAN VICENTE_BALSAPUERTO,SAN VICENTE,BALSAPUERTO,ALTO AMAZONAS,102,NA,No,-76.48239939,-5.790864174,NA,NA,NA,NA,NA,NA,NA,NA,2016,28,274.5098039,P. vivax
MARANATHA_BALSAPUERTO,MARANATHA,BALSAPUERTO,ALTO AMAZONAS,280,NA,No,-76.4832559,-5.66560477,4386,300,51,51,0,2,Areas de no bosque amazï¿½nico,Ano,2016,10,35.71428571,P. vivax
SANTA SOFIA_BALSAPUERTO,SANTA SOFIA,BALSAPUERTO,ALTO AMAZONAS,54,NA,No,-76.4839202,-5.910808858,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,37.03703704,P. vivax
TITIYACU_ANDOAS,TITIYACU,ANDOAS,DATEM DEL MARAÑON,167,NA,No,-76.494273,-2.77760137,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
PUERTO PORVENIR_BALSAPUERTO,PUERTO PORVENIR,BALSAPUERTO,ALTO AMAZONAS,363,NA,No,-76.49552446,-5.9492751,3388,290,155,155,0,8,Areas de no bosque amazï¿½nico,Ano,2016,0,0,P. vivax
MIRAFLORES 1_BARRANCA,MIRAFLORES 1,BARRANCA,DATEM DEL MARAÑON,46,NA,No,-76.49754365,-4.90003914,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVA ZARAMIRIZA_BALSAPUERTO,NUEVA ZARAMIRIZA,BALSAPUERTO,ALTO AMAZONAS,58,NA,No,-76.50493917,-5.9125257,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,17.24137931,P. vivax
COCHA PURAHUA_ANDOAS,COCHA PURAHUA,ANDOAS,DATEM DEL MARAÑON,237,NA,No,-76.50495887,-3.48011303,NA,NA,NA,NA,NA,NA,NA,NA,2016,100,421.9409283,P. vivax
SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO,BALSAPUERTO,ALTO AMAZONAS,185,NA,No,-76.50496528,-5.75173627,4491,230,36,36,0,8,Pajonal andino,Pj,2016,1,5.405405405,P. vivax
COCHA PURAHUA_ANDOAS,COCHA PURAHUA,ANDOAS,DATEM DEL MARAÑON,237,NA,No,-76.50505667,-3.480541667,NA,NA,NA,NA,NA,NA,NA,NA,2016,100,421.9409283,P. vivax
2 DE MAYO_PASTAZA,2 DE MAYO,PASTAZA,DATEM DEL MARAÑON,3,NA,No,-76.50554427,-4.7151104,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
RECREO_PASTAZA,RECREO,PASTAZA,DATEM DEL MARAÑON,137,NA,No,-76.50559301,-4.72904902,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NARANJAL_BALSAPUERTO,NARANJAL,BALSAPUERTO,ALTO AMAZONAS,82,NA,No,-76.51011451,-5.65027564,4333,315,18,18,0,10,Bosque de montaï¿½a basimontano,Bm,2016,1,12.19512195,P. vivax
SAN ANTONIO_BARRANCA,SAN ANTONIO,BARRANCA,DATEM DEL MARAÑON,360,NA,No,-76.51071778,-4.90657342,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,2.777777778,P. vivax
ANTIOQUIA_BALSAPUERTO,ANTIOQUIA,BALSAPUERTO,ALTO AMAZONAS,274,NA,No,-76.51702427,-5.53456853,3710,794,245,245,0,2,Pajonal andino,Pj,2016,3,10.94890511,P. vivax
BELLAVISTA_BALSAPUERTO,BELLAVISTA,BALSAPUERTO,ALTO AMAZONAS,257,NA,No,-76.51746002,-5.77547802,4302,181,76,76,0,10,Agricultura costera y andina,Agri,2016,12,46.692607,P. vivax
PUERTO ALEGRE_ANDOAS,PUERTO ALEGRE,ANDOAS,DATEM DEL MARAÑON,247,NA,No,-76.51820798,-3.80970474,NA,NA,NA,NA,NA,NA,NA,NA,2016,45,182.1862348,P. vivax
URUGUAY_BARRANCA,URUGUAY,BARRANCA,DATEM DEL MARAÑON,56,NA,No,-76.51879765,-4.82982514,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
PUERTO GALILEA_ANDOAS,PUERTO GALILEA,ANDOAS,DATEM DEL MARAÑON,143,NA,No,-76.519845,-3.419181667,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SANTANDER_PASTAZA,SANTANDER,PASTAZA,DATEM DEL MARAÑON,36,NA,No,-76.52034127,-4.70390752,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SANTA CLARA_BALSAPUERTO,SANTA CLARA,BALSAPUERTO,ALTO AMAZONAS,146,NA,No,-76.52184674,-5.755099407,NA,NA,NA,NA,NA,NA,NA,NA,2016,25,171.2328767,P. vivax
SANTA CLARA DE PILLINGUE_BALSAPUERTO,SANTA CLARA DE PILLINGUE,BALSAPUERTO,ALTO AMAZONAS,145,NA,No,-76.52238469,-5.75402091,4417,215,64,64,0,10,Pajonal andino,Pj,2016,1,6.896551724,P. vivax
CHIMARA_ANDOAS,CHIMARA,ANDOAS,DATEM DEL MARAÑON,42,NA,No,-76.5278,-4.1875,NA,NA,NA,NA,NA,NA,NA,NA,2016,15,357.1428571,P. vivax
NUEVO BARRANQUITA_BALSAPUERTO,NUEVO BARRANQUITA,BALSAPUERTO,ALTO AMAZONAS,221,NA,No,-76.52862195,-5.802670057,NA,NA,NA,NA,NA,NA,NA,NA,2016,9,40.7239819,P. vivax
NUEVO REFORMA_BALSAPUERTO,NUEVO REFORMA,BALSAPUERTO,ALTO AMAZONAS,110,NA,No,-76.52990002,-5.7847384,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,9.090909091,P. vivax
BETHEL_JEBEROS,BETHEL,JEBEROS,ALTO AMAZONAS,294,NA,No,-76.53040259,-5.33516279,3363,1109,339,339,0,2,Areas de no bosque amazï¿½nico,Ano,2016,10,34.01360544,P. vivax
BETHEL_JEBEROS,BETHEL,JEBEROS,ALTO AMAZONAS,294,NA,No,-76.53040259,-5.33516279,3345,1098,327,327,0,2,Pajonal andino,Pj,2016,10,34.01360544,P. vivax
BETHEL_JEBEROS,BETHEL,JEBEROS,ALTO AMAZONAS,294,NA,No,-76.53245167,-5.332433333,NA,NA,NA,NA,NA,NA,NA,NA,2016,10,34.01360544,P. vivax
PANAN_BALSAPUERTO,PANAN,BALSAPUERTO,ALTO AMAZONAS,415,NA,No,-76.53556553,-5.64742264,4251,333,0,0,0,10,Areas de no bosque amazï¿½nico,Ano,2016,30,72.28915663,P. vivax
PUERTO DIAZ_PASTAZA,PUERTO DIAZ,PASTAZA,DATEM DEL MARAÑON,84,NA,No,-76.53685498,-4.67758338,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
CHIMARA_ANDOAS,CHIMARA,ANDOAS,DATEM DEL MARAÑON,42,NA,No,-76.54240916,-4.07510617,NA,NA,NA,NA,NA,NA,NA,NA,2016,15,357.1428571,P. vivax
PINTOYACU/NUEVO CACHIYACU_BALSAPUERTO,PINTOYACU/NUEVO CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,201,NA,No,-76.5436059,-5.81776028,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,9.950248756,P. vivax
MONZANTE_BARRANCA,MONZANTE,BARRANCA,DATEM DEL MARAÑON,561,NA,No,-76.5438184,-4.86345578,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
BETEL_ANDOAS,BETEL,ANDOAS,DATEM DEL MARAÑON,69,NA,No,-76.54419601,-3.38005942,NA,NA,NA,NA,NA,NA,NA,NA,2016,32,463.7681159,P. vivax
NUEVO JUNIN_BALSAPUERTO,NUEVO JUNIN,BALSAPUERTO,ALTO AMAZONAS,367,NA,No,-76.54450726,-5.79595927,4191,156,51,51,0,8,Areas de no bosque amazï¿½nico,Ano,2016,13,35.42234332,P. vivax
SAN FERNANDO_ANDOAS,SAN FERNANDO,ANDOAS,DATEM DEL MARAÑON,128,NA,No,-76.54539905,-4.20550064,NA,NA,NA,NA,NA,NA,NA,NA,2016,22,171.875,P. vivax
NUEVO SAN LORENZO ARMANAY_BALSAPUERTO,NUEVO SAN LORENZO ARMANAY,BALSAPUERTO,ALTO AMAZONAS,142,NA,No,-76.545501,-5.845457,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,7.042253521,P. vivax
SAN LORENZO CACHIYACU_BALSAPUERTO,SAN LORENZO CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,-76.54554266,-5.84542064,3775,72,7,7,0,8,Bofedal,Bo,2016,1,NA,P. vivax
SAN LORENZO CACHIYACU_BALSAPUERTO,SAN LORENZO CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,-76.54554266,-5.84542064,4035,129,16,16,0,8,Pajonal andino,Pj,2016,1,NA,P. vivax
BRISTOL_BARRANCA,BRISTOL,BARRANCA,DATEM DEL MARAÑON,129,NA,No,-76.54602851,-4.8527209,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
BUENOS AIRES CACHIYACU_BALSAPUERTO,BUENOS AIRES CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,326,NA,No,-76.54689766,-5.8370249,4026,119,5,5,0,8,Areas de no bosque amazï¿½nico,Ano,2016,14,42.94478528,P. vivax
BUENOS AIRES CACHIYACU_BALSAPUERTO,BUENOS AIRES CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,326,NA,No,-76.54689766,-5.8370249,4167,597,176,176,0,2,Agricultura costera y andina,Agri,2016,14,42.94478528,P. vivax
PROGRESO_BALSAPUERTO,PROGRESO,BALSAPUERTO,ALTO AMAZONAS,353,NA,No,-76.54876498,-5.64985911,4199,353,0,0,0,8,Pajonal andino,Pj,2016,31,87.81869688,P. vivax
NUEVO CANAAN_BALSAPUERTO,NUEVO CANAAN,BALSAPUERTO,ALTO AMAZONAS,42,NA,No,-76.54988826,-5.638590594,4236,349,15,15,0,2,Areas de no bosque amazï¿½nico,Ano,2016,1,23.80952381,P. vivax
MALDONADO_ANDOAS,MALDONADO,ANDOAS,DATEM DEL MARAÑON,12,NA,No,-76.55373689,-2.76655852,NA,NA,NA,NA,NA,NA,NA,NA,2016,17,1416.666667,P. vivax
SAN LORENZO_BARRANCA,SAN LORENZO,BARRANCA,DATEM DEL MARAÑON,7534,NA,No,-76.5545112,-4.8315686,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,0.530926467,P. vivax
NUEVO CAMITO_PASTAZA,NUEVO CAMITO,PASTAZA,DATEM DEL MARAÑON,18,NA,No,-76.55577833,-4.56824,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
MONTERREY_PASTAZA,MONTERREY,PASTAZA,DATEM DEL MARAÑON,7,NA,No,-76.55840833,-4.68797,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
PUERTO RUBINA_ANDOAS,PUERTO RUBINA,ANDOAS,DATEM DEL MARAÑON,281,NA,No,-76.55847656,-3.36085311,NA,NA,NA,NA,NA,NA,NA,NA,2016,186,661.9217082,P. vivax
BALSAPUERTO_BALSAPUERTO,BALSAPUERTO,BALSAPUERTO,ALTO AMAZONAS,717,NA,No,-76.55972253,-5.8336164,4014,125,0,0,0,10,Pajonal andino,Pj,2016,7,9.762900976,P. vivax
NUEVA LUZ_BALSAPUERTO,NUEVA LUZ,BALSAPUERTO,ALTO AMAZONAS,185,NA,No,-76.56213515,-5.85307215,3953,140,22,22,0,8,Pajonal andino,Pj,2016,3,16.21621622,P. vivax
SANTA ROSA_BALSAPUERTO,SANTA ROSA,BALSAPUERTO,ALTO AMAZONAS,66,NA,No,-76.56276667,-5.824936667,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,15.15151515,P. vivax
SANTA FE_JEBEROS,SANTA FE,JEBEROS,ALTO AMAZONAS,60,NA,No,-76.56317272,-5.3508616,3741,1258,488,488,0,2,Desierto costero,Dc,2016,2,33.33333333,P. vivax
HUACACHINA_BARRANCA,HUACACHINA,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.56357367,-4.825808862,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
ALIANZA_PASTAZA,ALIANZA,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,-76.5661104,-4.67293927,NA,NA,NA,NA,NA,NA,NA,NA,2016,27,NA,P. vivax
CALIFORNIA_PASTAZA,CALIFORNIA,PASTAZA,DATEM DEL MARAÑON,64,NA,No,-76.56876277,-4.624162285,NA,NA,NA,NA,NA,NA,NA,NA,2016,7,109.375,P. vivax
WASHIENTSA_ANDOAS,WASHIENTSA,ANDOAS,DATEM DEL MARAÑON,607,NA,No,-76.56948517,-3.33455014,NA,NA,NA,NA,NA,NA,NA,NA,2016,68,112.0263591,P. vivax
CANOA PUERTO_BALSAPUERTO,CANOA PUERTO,BALSAPUERTO,ALTO AMAZONAS,480,NA,No,-76.57141302,-5.86577877,3907,171,52,52,0,10,Areas de no bosque amazï¿½nico,Ano,2016,0,0,P. vivax
NUEVO CUZCO_BALSAPUERTO,NUEVO CUZCO,BALSAPUERTO,ALTO AMAZONAS,90,NA,No,-76.57349692,-5.81959155,4076,152,27,27,0,8,Pajonal andino,Pj,2016,19,211.1111111,P. vivax
NUEVO JERUSALEN_BALSAPUERTO,NUEVO JERUSALEN,BALSAPUERTO,ALTO AMAZONAS,0,NA,No,-76.57696308,-5.66284999,4069,413,61,61,0,8,Areas de no bosque amazï¿½nico,Ano,2016,0,NA,P. vivax
SANTA ROSA DE ARIPARI_BARRANCA,SANTA ROSA DE ARIPARI,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.57730466,-4.88146089,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
SANTA ROSA DE ARIPARI_BARRANCA,SANTA ROSA DE ARIPARI,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.58064,-4.87161,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
ULLPAYACU_PASTAZA,ULLPAYACU,PASTAZA,DATEM DEL MARAÑON,1583,NA,No,-76.5878409,-4.6515844,NA,NA,NA,NA,NA,NA,NA,NA,2016,10,6.317119394,P. vivax
SANTA MARIA DE MANCHARI_ANDOAS,SANTA MARIA DE MANCHARI,ANDOAS,DATEM DEL MARAÑON,148,NA,No,-76.58839833,-3.777825,NA,NA,NA,NA,NA,NA,NA,NA,2016,36,243.2432432,P. vivax
SANTA MARIA DE MANCHARI_ANDOAS,SANTA MARIA DE MANCHARI,ANDOAS,DATEM DEL MARAÑON,148,NA,No,-76.58876026,-3.77789062,NA,NA,NA,NA,NA,NA,NA,NA,2016,36,243.2432432,P. vivax
SAN PEDRO DE ARIPARI_CAHUAPANAS,SAN PEDRO DE ARIPARI,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,-76.5895269,-4.91040814,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
UNGURAHUI DE ARIPARI_CAHUAPANAS,UNGURAHUI DE ARIPARI,CAHUAPANAS,DATEM DEL MARAÑON,44,NA,No,-76.59338526,-4.94343215,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SAN JOSE_BALSAPUERTO,SAN JOSE,BALSAPUERTO,ALTO AMAZONAS,83,NA,No,-76.59353104,-5.67980817,3992,446,61,61,0,2,Pajonal andino,Pj,2016,0,0,P. vivax
MONTE ALEGRE_BALSAPUERTO,MONTE ALEGRE,BALSAPUERTO,ALTO AMAZONAS,113,NA,No,-76.59805769,-5.79728046,4003,281,157,157,0,8,Cardonal,Car,2016,1,8.849557522,P. vivax
SANTA ROSA DEL SABALO_BARRANCA,SANTA ROSA DEL SABALO,BARRANCA,DATEM DEL MARAÑON,257,NA,No,-76.60429983,-4.82871344,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
BUENOS AIRES PARANAPURA_BALSAPUERTO,BUENOS AIRES PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,226,NA,No,-76.60517789,-5.62227189,4026,119,5,5,0,8,Areas de no bosque amazï¿½nico,Ano,2016,4,17.69911504,P. vivax
BUENOS AIRES PARANAPURA_BALSAPUERTO,BUENOS AIRES PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,226,NA,No,-76.60517789,-5.62227189,4167,597,176,176,0,2,Agricultura costera y andina,Agri,2016,4,17.69911504,P. vivax
SABALOYACU_BALSAPUERTO,SABALOYACU,BALSAPUERTO,ALTO AMAZONAS,67,NA,No,-76.60594019,-5.6261782,4167,597,176,176,0,2,Agricultura costera y andina,Agri,2016,0,0,P. vivax
SAN JUAN DE SABALO_BARRANCA,SAN JUAN DE SABALO,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.6080024,-4.808047436,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
NUEVO SABALOYACU_BALSAPUERTO,NUEVO SABALOYACU,BALSAPUERTO,ALTO AMAZONAS,62,NA,No,-76.60892652,-5.62138989,4195,615,173,173,0,8,Bosque de montaï¿½a basimontano,Bm,2016,13,209.6774194,P. vivax
MONTE CRISTO_JEBEROS,MONTE CRISTO,JEBEROS,ALTO AMAZONAS,239,NA,No,-76.6107046,-5.40204568,4426,1437,499,499,0,2,Areas de no bosque amazï¿½nico,Ano,2016,2,8.368200837,P. vivax
NUEVO EDEN_ANDOAS,NUEVO EDEN,ANDOAS,DATEM DEL MARAÑON,20,NA,No,-76.61600833,-3.32075,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,200,P. vivax
SANTA MERCEDES DE PILLINGUE_BALSAPUERTO,SANTA MERCEDES DE PILLINGUE,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,-76.61636,-5.747346475,NA,NA,NA,NA,NA,NA,NA,NA,2016,41,NA,P. vivax
BOCA DE CAHUAPANAS_CAHUAPANAS,BOCA DE CAHUAPANAS,CAHUAPANAS,DATEM DEL MARAÑON,73,NA,No,-76.61686692,-4.85951783,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO MOYOBAMBA_BALSAPUERTO,NUEVO MOYOBAMBA,BALSAPUERTO,ALTO AMAZONAS,107,NA,No,-76.61824299,-5.68359626,3902,487,24,24,0,8,Areas de no bosque amazï¿½nico,Ano,2016,31,289.7196262,P. vivax
KURANDA COCHA_ANDOAS,KURANDA COCHA,ANDOAS,DATEM DEL MARAÑON,17,NA,No,-76.62207838,-4.00319344,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
BELLO HORIZONTE_BALSAPUERTO,BELLO HORIZONTE,BALSAPUERTO,ALTO AMAZONAS,36,NA,No,-76.6220821,-5.60658829,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,27.77777778,P. vivax
BELLA ORIENTE_BALSAPUERTO,BELLA ORIENTE,BALSAPUERTO,ALTO AMAZONAS,81,NA,No,-76.62237752,-5.60470878,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVA UNION_BARRANCA,NUEVA UNION,BARRANCA,DATEM DEL MARAÑON,34,NA,No,-76.6225936,-4.84333236,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SOLEDAD_BALSAPUERTO,SOLEDAD,BALSAPUERTO,ALTO AMAZONAS,561,NA,No,-76.62387746,-5.66960293,3916,501,6,6,0,8,Pajonal andino,Pj,2016,123,219.2513369,P. vivax
ATAHUALPA_BALSAPUERTO,ATAHUALPA,BALSAPUERTO,ALTO AMAZONAS,85,NA,No,-76.62641192,-5.61994159,4192,670,128,128,0,2,Agricultura costera y andina,Agri,2016,1,11.76470588,P. vivax
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARAÑON,186,NA,No,-76.62814663,-4.08765432,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
P.V. BOBONAZA_ANDOAS,P.V. BOBONAZA,ANDOAS,DATEM DEL MARAÑON,0,NA,No,-76.62876503,-2.60037352,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
KUNAM ENTSA_ANDOAS,KUNAM ENTSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.6299,-3.246248333,NA,NA,NA,NA,NA,NA,NA,NA,2016,113,NA,P. vivax
KUNAM ENTSA_ANDOAS,KUNAM ENTSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.63053381,-3.24545394,NA,NA,NA,NA,NA,NA,NA,NA,2016,113,NA,P. vivax
BELEN_ANDOAS,BELEN,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.63094176,-3.22061065,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
PUERTO GERMAN_BARRANCA,PUERTO GERMAN,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.63617945,-4.84785821,NA,NA,NA,NA,NA,NA,NA,NA,2016,16,NA,P. vivax
NUEVA ALIANZA_CAHUAPANAS,NUEVA ALIANZA,CAHUAPANAS,DATEM DEL MARAÑON,154,NA,No,-76.63742101,-5.33178982,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,19.48051948,P. vivax
REINO UNIDO_BALSAPUERTO,REINO UNIDO,BALSAPUERTO,ALTO AMAZONAS,165,NA,No,-76.63777793,-5.67527518,3864,517,0,0,0,10,Matorral arbustivo,Ma,2016,2,12.12121212,P. vivax
SANTA ELENA_CAHUAPANAS,SANTA ELENA,CAHUAPANAS,DATEM DEL MARAÑON,140,NA,No,-76.64069053,-4.8802139,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,14.28571429,P. vivax
PUERTO FRANCO_ANDOAS,PUERTO FRANCO,ANDOAS,DATEM DEL MARAÑON,55,NA,No,-76.64161833,-3.250198333,NA,NA,NA,NA,NA,NA,NA,NA,2016,21,381.8181818,P. vivax
PUERTO FRANCO_ANDOAS,PUERTO FRANCO,ANDOAS,DATEM DEL MARAÑON,55,NA,No,-76.64179751,-3.25036423,NA,NA,NA,NA,NA,NA,NA,NA,2016,21,381.8181818,P. vivax
NUEVO CANAAN_ANDOAS,NUEVO CANAAN,ANDOAS,DATEM DEL MARAÑON,33,NA,No,-76.6437258,-3.19891374,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
PAMPA HERMOSA_BALSAPUERTO,PAMPA HERMOSA,BALSAPUERTO,ALTO AMAZONAS,65,NA,No,-76.64525811,-5.6216666,4115,726,103,103,0,2,Bofedal,Bo,2016,1,15.38461538,P. vivax
WARARAY_ANDOAS,WARARAY,ANDOAS,DATEM DEL MARAÑON,24,NA,No,-76.6474,-2.7259,NA,NA,NA,NA,NA,NA,NA,NA,2016,12,500,P. vivax
SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI,ANDOAS,DATEM DEL MARAÑON,343,NA,No,-76.6484,-3.6307,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
PUCALLPILLO_BALSAPUERTO,PUCALLPILLO,BALSAPUERTO,ALTO AMAZONAS,227,NA,No,-76.6496355,-5.59134115,NA,NA,NA,NA,NA,NA,NA,NA,2016,14,61.67400881,P. vivax
TSUWAT ENTSA_ANDOAS,TSUWAT ENTSA,ANDOAS,DATEM DEL MARAÑON,99,NA,No,-76.65061,-3.175108333,NA,NA,NA,NA,NA,NA,NA,NA,2016,66,666.6666667,P. vivax
TSUWAT ENTSA_ANDOAS,TSUWAT ENTSA,ANDOAS,DATEM DEL MARAÑON,99,NA,No,-76.65107348,-3.17512531,NA,NA,NA,NA,NA,NA,NA,NA,2016,66,666.6666667,P. vivax
NUEVO PROGRESO_ANDOAS,NUEVO PROGRESO,ANDOAS,DATEM DEL MARAÑON,152,NA,No,-76.6528405,-4.07217345,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
VILLA ALEGRE_BALSAPUERTO,VILLA ALEGRE,BALSAPUERTO,ALTO AMAZONAS,101,NA,No,-76.65569457,-5.67203389,3808,550,32,32,0,8,Centro minero,Mi,2016,0,0,P. vivax
NUEVO CAJAMARCA_CAHUAPANAS,NUEVO CAJAMARCA,CAHUAPANAS,DATEM DEL MARAÑON,71,NA,No,-76.65708221,-5.31051373,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SAN MIGUEL_BALSAPUERTO,SAN MIGUEL,BALSAPUERTO,ALTO AMAZONAS,130,NA,No,-76.65767894,-5.71181602,3642,631,7,7,0,8,Pajonal andino,Pj,2016,2,15.38461538,P. vivax
MUSAKARUSHA_PASTAZA,MUSAKARUSHA,PASTAZA,DATEM DEL MARAÑON,55,NA,No,-76.65769402,-4.4513809,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,36.36363636,P. vivax
SAN ANTONIO_BALSAPUERTO,SAN ANTONIO,BALSAPUERTO,ALTO AMAZONAS,325,NA,No,-76.65889363,-5.715433201,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,6.153846154,P. vivax
SAN JUAN DE PALOMETAYACU_BALSAPUERTO,SAN JUAN DE PALOMETAYACU,BALSAPUERTO,ALTO AMAZONAS,0,NA,No,-76.66154741,-5.55105852,4688,1207,470,470,0,2,Matorral arbustivo,Ma,2016,11,Inf,P. vivax
KUSHILLA_ANDOAS,KUSHILLA,ANDOAS,DATEM DEL MARAÑON,247,NA,No,-76.66576752,-3.57097064,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,8.097165992,P. vivax
